type,id,ntags,tagkey,tagvalue,nodes
way,183246487,2,"['building', 'name']","['yes', 'Energy and Environmental Engineering Building']","[1936230074,1936230049,1936230015,1936230007,1936230027,1936230039,1936230012,1936230059,1936229984,1936230025,1936230026,1936230048,1936229982,1936230022,1936230058,1936229971,1936230014,1936230024,1936230072,1936229996,1936229999,1936230013,1936230074]"
way,183246488,2,"['building', 'name']","['yes', 'Chemical Engineering Building']","[1936229969,1936230078,1936229973,1936230028,1936229969]"
way,183246489,1,['building'],['yes'],"[1936229974,1936230044,1936230075,1936230062,1936230040,1936230016,1936229964,1936230009,1936229974]"
way,183246490,4,"['building', 'building:levels', 'height', 'name']","['yes', '1', '6', 'Construction Engineering Laboratory']","[1936229981,1936230054,1936230057,1936230043,1936230005,1936229981]"
way,183246491,3,"['building', 'building:levels', 'name']","['yes', '4', 'Institute of Civil Engineering']","[1936230023,5941602362,5941602364,5941602363,4903638241,1936230011,1936230010,1936230042,1936230046,1936230066,1936230063,1936230077,1936230064,5346746633,1936230051,4903638229,4903638232,1936229980,1936230018,1936229998,1936229977,1936229979,1936229995,1936230023]"
way,183246492,4,"['building', 'building:levels', 'height', 'name']","['yes', '2', '8', 'ICE Structural and Engineering Laboratory']","[1936229975,1936230029,1936230050,1936229986,5346746632,1936229975]"
way,183246495,1,['building'],['yes'],"[1936229965,1936230006,1936230071,1936230069,1936229965]"
way,183246496,3,"['building', 'name', 'shop']","['retail', 'UP COOP', 'convenience']","[1936230000,1936230067,1936230041,1936230079,1936230000]"
way,183829655,5,"['addr:city', 'addr:postcode', 'addr:street', 'building', 'name']","['Quezon City', '1101', 'Laurel Avenue', 'yes', ""All UP Worker's Union""]","[1942486796,1942486798,1942486795,1942486797,1942486796]"
way,185022139,2,"['amenity', 'name']","['school', 'Department of Military Science and Tactics Complex']","[1955960101,1955960096,1955960097,1955960094,255065937,1955960099,1955960101]"
way,197147765,2,"['highway', 'source']","['residential', 'Bing']","[2074398219,2074398217,5465027735]"
way,197147768,2,"['highway', 'source']","['service', 'Bing']","[306542746,2074398218]"
way,197147772,2,"['highway', 'source']","['service', 'Bing']","[2074398230,2074398231,2074398229,2074398228,2074398227]"
way,197147774,3,"['amenity', 'parking', 'source']","['parking', 'surface', 'Bing']","[1935360164,2074398224,2074398223,2074398222,1935360164]"
way,202522519,1,['highway'],['footway'],"[5446874462,2124910300,5446874464,5446811379,635682466,5446811378,5446874461,5446837581]"
way,209158164,2,"['highway', 'name']","['service', 'Kabalitang']","[2193903081,2193903087,2193903090,2193903093,2193903095,2193903098,1233506748]"
way,209302252,2,"['building', 'name']","['roof', 'Tambayan']","[2195294994,2195294995,2195294996,2195294997,2195294994]"
way,209302253,2,"['building', 'name']","['roof', 'Cluster B']","[2195294998,2195294999,2195295000,2195295001,2195294998]"
way,209302254,2,"['building', 'name']","['roof', 'Tambayan']","[2195295002,2195295003,2195295004,2195295005,2195295002]"
way,209302255,1,['building'],['yes'],"[2195295007,2195295008,2195295009,2195295010,2195295007]"
way,209304067,3,"['amenity', 'building', 'name']","['library', 'yes', 'Third World Studies Center']","[2195312686,2195312687,2195312688,2195312689,2195312690,2195312686]"
way,209304068,1,['building'],['yes'],"[2195312691,2195312692,2195312693,2195312694,2195312691]"
way,209304069,2,"['building', 'name']","['yes', 'UP Grandstand']","[2195312695,2195312696,3573796096,2195312697,2195312698,3573796099,2195312695]"
way,211227565,3,"['amenity', 'fee', 'parking']","['parking', 'no', 'surface']","[2212489549,2212489550,2212489551,2212489552,2212489549]"
way,219182935,2,"['leisure', 'sport']","['pitch', 'tennis']","[2283816483,2283816484,2283816487,2283816486,2283816483]"
way,230117962,7,"['addr:city', 'addr:postcode', 'alt_name', 'amenity', 'name', 'old_name', 'website']","['Quezon City', '1101', 'CBA', 'school', 'Cesar E.A. Virata School of Business', 'College of Business Administration', 'http://vsb.upd.edu.ph/']","[2386467887,2386467888,2386467890,2212544806,2386467889,4331985832,2386467887]"
way,230117963,5,"['addr:city', 'addr:postcode', 'amenity', 'name', 'website']","['Quezon City', '1101', 'college', 'UP College of Law', 'http://law.upd.edu.ph/']","[2386467903,2386467901,2386467899,2386467909,2386467910,2386467908,2386467903]"
way,230117964,6,"['addr:city', 'addr:postcode', 'amenity', 'name', 'previously', 'website']","['Quezon City', '1101', 'school', 'UP School of Economics', 'node:255054582', 'http://www.econ.upd.edu.ph/']","[255054582,2386467891,2386467892,2386467893,2386467895,2386467897,2386467905,2386467907,255054582]"
way,236937080,4,"['amenity', 'building', 'community_centre', 'name']","['community_centre', 'yes', 'club_home', 'UP Tennis Club']","[2448866058,2448866062,2448866063,2448866065,2448866067,2448866058]"
way,236962877,5,"['addr:city', 'addr:housenumber', 'addr:postcode', 'addr:street', 'building']","['Quezon City', '58', '1101', 'Maayusin', 'yes']","[2449211171,2449211172,2449211173,2449211174,2449211171]"
way,236966288,5,"['addr:city', 'addr:housenumber', 'addr:postcode', 'addr:street', 'building']","['Quezon City', '64', '1101', 'Maayusin', 'house']","[2449232700,2449232701,2449232702,2449232703,2449232700]"
way,236966289,5,"['addr:city', 'addr:housenumber', 'addr:postcode', 'addr:street', 'building']","['Quezon City', '62', '1101', 'Maayusin', 'house']","[2449232704,2449232705,2449232706,2449232707,2449232704]"
way,236966290,5,"['addr:city', 'addr:housenumber', 'addr:postcode', 'addr:street', 'building']","['Quezon City', '87', '1101', 'Maginhawa', 'yes']","[2449232708,2449232709,2449232710,2449232711,2449232715,2449232712,2449232714,2449232713,2449232708]"
way,236966291,5,"['addr:city', 'addr:housenumber', 'addr:postcode', 'addr:street', 'building']","['Quezon City', '85', '1101', 'Maginhawa', 'yes']","[2449232716,2449232717,2449232718,2449232719,2449232716]"
way,237380708,2,"['building', 'name']","['shed', 'Cluster A']","[2452866858,2452866860,2452866861,2452866863,2452866858]"
way,237383136,2,"['building', 'name']","['yes', 'Office of Student Activities (OSA)']","[1404400631,1404400636,1404400650,1404400682,1404400631]"
way,237383137,4,"['amenity', 'capacity', 'fee', 'parking']","['parking', '6', 'no', 'surface']","[2452891916,2452891918,2452891920,2452891922,2452891916]"
way,237383142,2,"['building', 'name']","['roof', 'Tambayan']","[2195294990,2452891929,2195294991,2195294992,5452582538,2195294993,2195294990]"
way,237383143,3,"['foot', 'highway', 'motor_vehicle']","['yes', 'footway', 'no']","[2452891930,2452891929]"
way,237386417,3,"['foot', 'highway', 'motor_vehicle']","['yes', 'steps', 'no']","[1903908421,1903908406]"
way,237386418,1,['highway'],['footway'],"[1903908406,1903908457,1903908416,5464367917,5464367916,5464821492,1903908477,1903908440,5464821501,5464823271]"
way,237386419,2,"['foot', 'highway']","['yes', 'footway']","[321700103,5464780846,5464780847,5464823325,2452926022,5464155044,2452926023]"
way,237386420,5,"['bicycle', 'foot', 'highway', 'motor_vehicle', 'name']","['yes', 'yes', 'footway', 'private', 'A. Roces']","[17216429,321703525,2459343844,1060649031,321700939]"
way,237386421,2,"['highway', 'name']","['service', 'A. Roces']","[321700939,30763114]"
way,237515225,2,"['amenity', 'cuisine']","['food_court', 'street_food']","[2454047123,2454047124,2454047125,2454047126,2454047123]"
way,237521625,2,"['highway', 'surface']","['footway', 'grass']","[2454115544,2454115546,5452582538]"
way,237521626,3,"['foot', 'highway', 'motor_vehicle']","['yes', 'steps', 'no']","[2452891930,2454115549]"
way,238068206,3,"['highway', 'name', 'service']","['service', 'Ma. Regidor', 'driveway']","[321700106,1915570629,321700105,1319775870,5464823324,1915570661,321700103]"
way,238070122,2,"['highway', 'name']","['footway', 'AS Walk']","[1060649031,5449325813,4412513546,1060648309,2672576797]"
way,238070123,8,"['access', 'bicycle', 'foot', 'highway', 'horse', 'motor_vehicle', 'name', 'surface']","['no', 'yes', 'yes', 'footway', 'no', 'no', 'ASCAL', 'paved']","[2459343842,2459343844,2459343845]"
way,238070124,4,"['alt_name', 'building', 'building:levels', 'name']","['College of Home Economics', 'yes', '2', 'Alonso Hall']","[1130535505,5346746634,1130536021,1130535689,1130535828,1130535505]"
way,238070125,1,['highway'],['footway'],"[5464910714,2459343846]"
